"姓名" "年龄" "身高" "体重" "俱乐部" "位置" "惯用脚" "逆足能力" "花式技巧" "国际声誉" "传中" "射术" "头球精度" "短传" "凌空" "盘带" "弧线" "任意球精度" "长传" "控球" "加速" "速度" "敏捷" "移动反应" "平衡" "射门力量" "弹跳" "体能" "强壮" "远射" "侵略性" "拦截意识" "跑位" "视野" "点球" "沉着" "盯人" "抢断" "铲球" "鱼跃" "手形" "开球" "站位" "守门反应" "联赛" "球队位置" "综合能力"
"Joan Sastre Vanrell" 22 175.26 165 "马洛卡" "右后卫" "右脚" 3 2 1 69 36 62 67 31 68 40 40 37 70 76 79 61 65 63 34 57 73 60 31 58 67 49 44 61 62 68 72 71 10 13 15 15 9 "西甲" "后场" 72
"Sabin Merino Zuloaga" 27 187.96 165 "拉科鲁尼亚" "中锋" "右脚" 3 4 1 69 71 80 67 70 75 67 66 62 73 66 74 61 71 41 64 61 43 66 69 60 46 76 73 69 76 61 55 43 13 8 9 9 13 "其他" "前场" 72
"Borja Valle Balonga" 26 177.8 159 "拉科鲁尼亚" "主力替补" "右脚" 4 3 1 71 73 55 68 68 71 69 58 64 70 72 72 74 74 59 77 75 74 67 69 42 40 75 60 65 63 56 39 40 11 9 6 8 13 "其他" "替补" 69
"Ager Aketxe Barrutia" 25 175.26 152 "拉科鲁尼亚" "右前锋" "左脚" 3 3 1 77 65 48 74 61 71 84 88 76 70 67 60 84 63 83 84 43 60 61 78 52 41 66 72 67 66 40 50 52 15 14 12 15 8 "其他" "前场" 71
"Adriàn Dalmau Vaquer" 25 182.88 163 "乌德勒支" "主力替补" "右脚" 3 3 1 53 74 80 57 67 68 63 42 41 66 76 75 75 64 66 71 72 64 57 72 45 34 67 53 69 64 45 33 27 7 13 12 11 8 "其他" "替补" 68
"Jordi Quintillà Guasch" 25 177.8 154 "圣加仑" "后腰" "左脚" 4 3 1 65 62 54 74 51 67 69 75 72 72 67 70 78 67 82 70 56 76 59 69 54 59 65 74 66 67 58 63 55 9 10 12 13 7 "其他" "中场" 75
"Alexander Alegría Moreno" 26 190.5 185 "埃斯特雷马杜拉" "左中锋" "右脚" 3 3 1 48 70 75 68 74 69 66 28 46 75 48 52 66 68 40 73 71 65 80 67 58 19 73 56 63 72 45 20 25 13 8 13 13 6 "其他" "前场" 67
"Oihan Sancet Tirapu" 19 187.96 159 "毕尔巴鄂竞技" "主力替补" "右脚" 4 4 1 60 67 38 71 54 72 63 41 73 77 68 67 78 67 56 61 52 62 46 69 38 64 68 74 66 67 50 60 46 15 11 6 15 7 "西甲" "替补" 72
"Jon Moncayola Tollar" 21 182.88 161 "奥萨苏纳" "主力替补" "右脚" 3 3 1 66 64 50 72 50 65 56 49 73 71 69 70 69 65 68 65 55 74 66 62 67 71 65 72 46 74 69 66 69 7 7 11 11 14 "西甲" "替补" 74
"Alberto Tomás Botía Rabasco" 30 187.96 192 "阿尔威达" "右中后卫" "右脚" 2 2 1 44 50 72 60 30 44 49 32 65 53 52 55 55 65 44 65 75 70 82 46 84 70 53 44 29 59 70 68 69 12 13 16 8 8 "其他" "后场" 70
"Andreu Fontàs Prat" 29 185.42 190 "堪萨斯城" "主力替补" "左脚" 3 2 1 60 45 69 73 46 58 58 52 70 67 30 31 54 70 35 58 45 44 81 47 74 72 43 60 52 67 69 72 71 16 14 11 16 9 "其他" "替补" 70
"Álvaro Giménez Candela" 28 182.88 183 "加的斯" "主力替补" "左脚" 3 3 1 57 74 66 62 60 66 49 39 49 70 70 73 73 70 60 71 74 75 73 66 25 23 71 61 55 55 32 21 19 13 10 9 8 9 "其他" "替补" 70
"Álvaro Arroyo Martínez" 30 180.34 157 "阿尔瓦塞特" "右中后卫" "右脚" 3 2 1 64 23 48 65 25 45 39 39 48 58 69 74 67 69 63 40 90 82 77 17 78 71 46 44 40 64 72 72 73 9 10 13 11 12 "其他" "后场" 64
"Alberto de la Bella Madureño" 33 182.88 174 "拉斯帕尔马斯" "左后卫" "左脚" 2 3 1 73 45 72 70 42 67 72 38 68 72 63 69 67 72 56 59 68 72 69 68 70 74 58 59 49 66 64 68 71 16 10 8 12 6 "其他" "后场" 67
"Unai Bilbao Arteta" 25 193.04 194 "圣路易斯竞技" "主力替补" "左脚" 3 2 1 43 38 74 66 35 43 64 54 61 62 38 50 36 67 36 67 67 65 81 46 67 72 35 46 51 54 67 71 70 11 9 14 15 9 "其他" "替补" 71
"José Carlos Lazo Romero" 23 177.8 152 "阿尔梅利亚" "左中场" "左脚" 4 3 1 67 68 32 68 49 82 67 52 64 76 79 78 79 70 67 75 57 53 48 70 34 23 61 56 45 62 45 33 31 11 7 9 11 6 "其他" "中场" 73
"Alejandro Arribas Garrido" 30 182.88 168 "奥维多" "主力替补" "右脚" 3 2 2 57 44 69 68 14 48 40 32 58 66 37 53 48 63 57 45 75 54 76 15 67 71 26 40 37 65 70 70 68 12 15 7 9 16 "其他" "替补" 71
"Laureano Sanabria Ruiz" 34 170.18 150 "阿尔科孔" "右后卫" "右脚" 3 3 1 70 44 57 69 54 63 61 39 63 69 71 70 69 70 89 68 67 73 59 26 68 71 44 56 48 62 61 68 69 9 6 15 8 11 "其他" "后场" 68
"Erik Morán Arribas" 28 187.96 161 "努曼西亚" "主力替补" "右脚" 3 3 1 56 39 56 74 39 66 59 47 71 71 36 41 63 64 59 61 62 63 71 48 75 68 58 67 49 59 66 72 63 13 10 14 11 10 "其他" "替补" 70
"Alberto Benito Correo" 27 175.26 150 "阿尔瓦塞特" "右后卫" "右脚" 3 3 1 69 28 58 62 36 65 58 49 59 64 78 76 74 64 73 56 66 92 72 52 71 63 59 47 44 63 62 71 70 7 10 8 13 15 "其他" "后场" 67
"Alexander Mesa Travieso" 24 177.8 170 "加的斯" "主力替补" "右脚" 3 3 1 62 65 62 64 67 72 72 48 46 74 83 74 76 68 75 74 76 71 71 63 43 21 70 61 69 65 29 29 20 15 11 14 7 9 "其他" "替补" 68
"Sergi Canós Tenés" 22 175.26 165 "布伦特福德" "主力替补" "右脚" 2 3 1 67 68 51 64 56 74 54 55 53 70 74 70 78 67 84 70 52 56 65 68 75 51 69 72 55 62 48 58 52 7 8 15 15 15 "英超" "替补" 72
"Jorge Ruiz Ojeda" 23 187.96 194 "莱万特" "主力替补" "右脚" 3 1 1 13 12 15 12 15 11 13 12 20 10 52 52 60 67 42 45 62 34 55 15 30 12 10 42 11 48 16 12 10 72 70 60 67 68 "西甲" "替补" 70
"Aridai Cabrera Suárez" 30 172.72 141 "拉斯帕尔马斯" "主力替补" "右脚" 3 3 1 60 70 58 63 58 78 46 51 54 72 79 77 94 69 95 75 77 62 58 64 50 25 73 58 57 61 30 13 18 11 9 9 12 8 "其他" "替补" 70
"Alberto Jiménez Benítez" 26 185.42 172 "特内里费" "左中后卫" "右脚" 2 3 1 42 42 65 70 31 63 45 53 62 66 50 58 56 64 64 82 76 80 88 70 74 72 50 62 47 65 63 70 60 7 13 11 13 8 "其他" "后场" 68
"Alejandro Díez Salomón" 23 172.72 141 "埃斯特雷马杜拉" "右后卫" "右脚" 3 3 1 72 30 51 63 31 69 73 74 36 67 80 80 70 67 75 46 60 82 47 41 65 68 68 65 45 62 65 67 68 7 9 9 13 8 "其他" "后场" 70
"Martín Merquelanz Castellanos" 24 175.26 159 "米兰德斯" "左边锋" "左脚" 3 3 1 66 71 41 70 64 71 76 77 68 72 73 71 69 69 78 78 52 68 67 77 61 48 66 71 72 69 25 60 55 12 14 14 7 7 "其他" "前场" 75
"Alfredo Ortuño Martínez" 28 182.88 170 "奥维多" "右中锋" "左脚" 4 3 1 49 70 67 60 70 63 68 53 45 66 62 66 59 67 60 73 68 67 80 61 42 29 75 59 70 66 39 18 15 11 9 16 14 15 "其他" "前场" 66
"David Fernández Cortázar" 34 185.42 179 "阿尔科孔" "右中后卫" "右脚" 5 2 1 50 34 71 67 41 55 56 38 66 64 56 51 60 63 57 72 72 82 68 42 60 73 45 58 36 69 68 72 70 9 11 8 15 16 "其他" "后场" 67
"Juan Soriano Oropesa" 21 185.42 183 "莱加内斯" "主力替补" "左脚" 2 1 1 13 14 20 23 13 20 32 24 24 23 37 37 43 67 43 50 66 35 58 16 25 16 12 38 28 47 16 10 14 72 67 66 67 73 "其他" "替补" 70
"Pedro López Muñoz" 35 175.26 159 "韦斯卡" "右后卫" "右脚" 3 3 1 76 53 53 71 51 68 69 56 64 71 65 67 69 69 72 72 65 60 64 66 77 73 59 59 58 67 76 73 66 10 12 16 12 14 "其他" "后场" 72
"David González Plata" 28 170.18 139 "埃斯特雷马杜拉" "左中场" "右脚" 3 3 1 68 67 64 70 65 68 71 70 63 69 79 77 81 70 84 76 70 71 48 74 46 33 70 63 65 60 31 24 27 10 11 11 12 11 "其他" "中场" 68
"Juan Muñoz Muñoz" 23 187.96 172 "阿尔梅利亚" "右中锋" "右脚" 3 3 1 52 75 66 63 70 71 55 35 41 72 66 65 67 66 61 73 62 68 65 69 58 20 68 42 72 60 12 17 18 9 7 8 10 14 "其他" "前场" 69
"Jorge Marcos Pombo Escobar" 25 177.8 168 "加的斯" "主力替补" "右脚" 3 3 1 66 68 61 69 64 72 66 69 67 70 69 69 65 64 82 75 66 81 84 70 76 52 70 71 67 74 58 58 57 12 13 8 8 10 "其他" "替补" 70
"Francisco José Sánchez Rodríguez" 23 172.72 157 "努曼西亚" "右中场" "左脚" 3 3 1 68 67 43 64 51 71 74 72 59 72 75 73 74 65 71 67 35 66 34 75 38 41 68 68 69 67 36 46 35 12 9 9 8 8 "其他" "中场" 71
"José Antonio Morente Oliva" 22 182.88 172 "马拉加" "主力替补" "右脚" 3 3 1 69 69 59 67 59 75 73 69 64 70 88 80 81 56 55 72 64 65 67 65 63 45 60 64 59 57 49 35 28 13 9 7 11 10 "其他" "替补" 72
"Marco Sangalli Fuentes" 27 177.8 146 "奥维多" "右中场" "右脚" 3 3 1 65 67 44 68 58 69 67 40 62 68 74 78 80 68 71 63 56 81 65 62 47 52 72 68 72 70 54 56 45 15 7 9 7 12 "其他" "中场" 70
"Raúl Fernández-Cavada Mateos" 31 195.58 203 "拉斯帕尔马斯" "替补" "右脚" 2 1 1 23 13 13 29 13 16 24 14 26 14 36 47 40 66 49 47 65 32 79 12 21 21 11 45 24 54 18 11 11 70 69 62 71 70 "其他" "替补" 69
"Saúl García Cabrero" 24 182.88 168 "巴列卡诺" "主力替补" "左脚" 3 3 1 73 29 69 70 22 63 60 65 54 73 70 68 61 70 62 66 61 63 66 65 59 68 49 53 43 55 67 69 70 7 14 15 15 9 "西甲" "替补" 71
"José Luís Moreno Barroso" 28 170.18 152 "特内里费" "右中锋" "右脚" 3 3 1 58 69 69 67 68 64 62 68 55 66 82 75 72 66 83 73 70 85 71 70 78 52 68 52 73 64 29 42 35 10 14 8 14 9 "其他" "前场" 67
"Alberto Soro Álvarez" 20 172.72 139 "萨拉戈萨" "右中场" "左脚" 3 3 1 60 64 49 69 55 67 59 57 73 69 85 78 80 65 74 66 52 69 60 61 55 32 66 69 53 62 44 47 56 12 11 9 11 13 "其他" "中场" 72
"Fernando Seoane Antelo" 36 175.26 161 "卢哥" "左中中场" "右脚" 3 3 1 58 49 59 69 42 52 42 50 68 67 52 57 58 66 66 61 68 65 75 65 72 72 69 71 53 69 69 71 69 8 15 10 7 16 "其他" "中场" 68
"Luis Jesús Pérez Maqueda" 24 172.72 150 "特内里费" "右后卫" "右脚" 2 3 1 57 42 55 60 29 67 53 45 46 65 90 92 84 63 77 51 80 86 65 45 64 68 52 53 44 65 62 65 69 9 10 6 7 13 "其他" "后场" 72
"Peru Nolaskoain Esnal" 20 185.42 176 "拉科鲁尼亚" "右中中场" "右脚" 3 3 1 55 63 73 73 48 67 44 45 66 70 61 59 69 65 58 57 71 68 72 53 63 68 64 68 49 70 70 69 67 11 11 7 8 14 "其他" "中场" 69
"Víctor Gómez Perea" 19 165.1 152 "西班牙人" "主力替补" "右脚" 2 2 1 68 23 66 72 30 59 54 30 54 70 74 69 67 67 67 42 62 65 60 31 62 68 57 49 37 50 69 71 69 11 9 12 12 6 "西甲" "替补" 73
"Sergio Tejera Rodríguez" 29 180.34 165 "奥维多" "右后腰" "左脚" 3 3 1 67 67 58 69 65 70 73 72 68 69 72 67 75 70 62 73 64 80 69 71 82 68 69 71 66 70 65 67 65 12 7 16 9 14 "其他" "中场" 70
"Francisco José Villalba Rodrigo" 21 167.64 143 "阿尔梅利亚" "主力替补" "右脚" 3 3 1 66 66 37 72 51 73 74 73 69 74 66 60 76 68 91 54 38 58 39 68 38 52 64 72 57 64 51 49 39 9 10 14 5 14 "其他" "替补" 71
"José Manuel Arnáiz Díaz" 24 175.26 154 "奥萨苏纳" "主力替补" "右脚" 4 4 1 66 70 67 66 62 72 58 47 61 69 78 77 79 67 76 82 40 68 63 68 42 29 67 62 67 66 56 27 28 13 15 9 14 13 "西甲" "替补" 70
"Daniel Gómez Alcón" 20 177.8 152 "特内里费" "左中锋" "右脚" 3 3 1 45 72 63 62 54 69 56 45 57 67 80 73 72 61 65 70 64 63 74 64 38 31 72 59 64 70 48 32 35 7 10 13 8 14 "其他" "前场" 72
"Daniel Barrio Álvarez" 32 190.5 174 "努曼西亚" "守门员" "左脚" 3 1 1 14 11 17 30 14 17 18 19 17 22 49 49 53 64 52 48 69 42 74 13 31 22 20 30 22 29 28 18 17 71 70 64 67 74 "其他" "守门员" 70
"Pol García Tena" 24 182.88 165 "圣图尔登" "左后卫" "左脚" 3 2 1 64 22 69 65 27 59 41 61 67 64 61 63 59 67 68 49 75 61 68 37 71 70 22 62 52 66 68 70 71 7 6 7 7 6 "其他" "后场" 69
"Matías Nahuel Leiva Esquivel" 22 175.26 168 "特内里费" "左中场" "右脚" 3 3 1 67 70 44 68 49 72 70 61 62 70 82 80 79 60 87 58 69 65 39 63 49 32 66 68 59 67 22 20 17 8 13 16 9 10 "其他" "中场" 71
"Jose Luís García Vayá" 20 185.42 154 "通德拉" "左中中场" "右脚" 3 3 1 64 55 49 73 48 68 66 75 68 73 58 56 67 66 61 68 42 90 61 66 60 65 69 70 63 64 69 65 59 12 13 6 9 6 "其他" "中场" 71
"Abel Ruiz Ortega" 19 182.88 161 "布拉加竞技" "替补" "右脚" 3 4 1 36 71 64 67 66 72 41 48 42 69 69 73 67 69 64 68 60 65 73 69 46 19 69 63 64 57 45 38 20 6 10 10 10 8 "其他" "替补" 70
"Andoni Gorosabel Espinosa" 22 175.26 161 "皇家社会" "主力替补" "右脚" 3 2 1 68 38 66 67 39 60 58 33 58 68 64 68 64 70 73 46 56 67 63 41 59 73 45 35 38 54 71 71 70 8 6 10 10 15 "西甲" "替补" 76
"Álvaro Aguado Méndez" 23 175.26 154 "努曼西亚" "主力替补" "右脚" 3 3 1 55 65 53 74 68 68 65 49 70 72 67 64 75 65 78 58 58 64 32 66 44 55 64 73 52 67 42 62 55 12 12 8 6 11 "其他" "替补" 68
"Borja López Menéndez" 25 193.04 176 "希洪竞技" "主力替补" "左脚" 3 2 1 34 30 63 64 37 39 36 25 56 58 54 44 45 59 43 56 64 63 82 35 74 69 53 45 45 58 67 74 70 15 15 12 14 11 "其他" "替补" 69
"Víctor Campuzano Bonilla" 22 175.26 159 "西班牙人" "替补" "左脚" 3 2 1 58 73 61 64 65 68 59 27 59 67 77 77 73 68 75 68 69 64 64 67 53 16 70 55 61 62 12 15 13 14 12 6 11 7 "西甲" "替补" 70
"Adrián Ortolá Vañó" 25 187.96 163 "特内里费" "守门员" "左脚" 5 1 1 19 14 16 34 10 18 30 18 22 28 49 52 54 63 62 56 72 43 54 17 20 19 12 62 29 56 20 13 16 70 68 74 70 71 "其他" "守门员" 70
"Javier Galán Gil" 24 172.72 154 "韦斯卡" "主力替补" "左脚" 2 3 1 71 50 68 75 49 67 68 66 68 68 80 78 79 72 76 61 65 76 61 53 54 67 58 56 48 67 60 62 64 14 14 10 6 8 "其他" "替补" 73
"Rafael Jesús Navarro Mazuelos" 25 172.72 141 "阿拉维斯" "主力替补" "右脚" 3 2 1 71 34 69 70 36 61 52 49 42 70 77 75 77 62 81 67 78 66 31 41 61 63 56 51 48 64 61 71 72 8 9 13 8 13 "西甲" "替补" 70
"Gonzalo Villar del Fraile" 21 180.34 163 "罗马" "主力替补" "右脚" 3 3 1 56 54 45 75 49 69 64 61 72 75 67 71 70 64 71 63 58 78 62 58 61 56 56 71 53 64 58 50 52 12 11 13 8 6 "其他" "替补" 74
"Marc Valiente Hernández" 32 182.88 157 "希洪竞技" "主力替补" "右脚" 3 2 1 53 21 70 69 32 42 63 40 70 59 49 55 61 67 60 57 48 69 73 36 64 70 46 36 30 71 70 72 69 15 9 11 14 9 "其他" "替补" 68
"José María Martín-Bejarano Serrano" 31 180.34 152 "加的斯" "主力替补" "右脚" 3 3 1 58 49 57 68 66 65 71 56 67 68 70 66 63 71 69 75 79 74 72 68 73 73 58 70 53 60 64 68 62 8 14 12 6 14 "其他" "替补" 71
"José Raúl Gutiérrez Parejo" 22 177.8 163 "萨拉戈萨" "右中中场" "右脚" 3 3 1 55 60 60 70 58 63 66 56 69 67 69 70 67 72 79 76 59 88 80 61 76 76 66 67 53 69 68 70 64 8 15 12 11 11 "其他" "中场" 72
"Carlos Carmona Bonet" 31 177.8 157 "希洪竞技" "左中场" "右脚" 3 4 1 72 65 58 70 66 71 77 75 70 72 67 66 69 67 72 72 62 65 69 70 50 53 69 72 77 71 37 44 37 9 14 16 16 6 "其他" "中场" 68
"Isaac Carcelén Valencia" 26 175.26 154 "加的斯" "右后卫" "右脚" 3 3 1 72 46 60 68 32 69 73 74 62 68 77 80 72 60 76 70 57 91 70 68 68 63 69 65 69 62 60 65 66 9 11 11 10 7 "其他" "后场" 72
"Cristian Salvador González" 24 182.88 176 "希洪竞技" "主力替补" "右脚" 3 3 1 49 45 58 68 39 69 49 45 67 70 64 63 67 68 67 65 72 79 75 55 72 71 64 70 39 65 66 65 62 11 9 7 5 7 "其他" "替补" 69
"Alejandro Pozo Pozo" 20 172.72 137 "马洛卡" "主力替补" "右脚" 3 3 1 72 70 60 70 64 75 59 52 64 71 77 74 87 66 78 68 62 53 37 73 31 17 65 63 58 55 23 30 25 10 13 7 12 15 "西甲" "替补" 71
"Abdón Prats Bastidas" 26 180.34 179 "马洛卡" "主力替补" "左脚" 3 2 1 65 74 64 62 69 61 68 69 58 66 68 64 75 67 68 78 72 64 64 75 42 25 69 45 58 50 29 23 18 10 11 16 15 11 "西甲" "替补" 70
"Rodrigo Tarín Higón" 22 182.88 176 "莱加内斯" "主力替补" "右脚" 3 2 1 47 24 66 66 29 53 33 30 52 68 74 87 60 69 46 59 71 54 72 44 70 70 21 42 40 56 68 70 68 13 13 14 9 8 "其他" "替补" 70
"Borja Sánchez Laborde" 23 185.42 176 "奥维多" "主力替补" "右脚" 4 4 1 66 64 50 68 59 71 67 65 67 70 76 73 78 66 55 68 58 68 63 65 56 34 67 71 55 69 37 35 36 12 13 11 6 7 "其他" "替补" 72
"José Corpas Serna" 27 177.8 159 "阿尔梅利亚" "右中场" "右脚" 3 3 1 68 60 46 69 49 69 55 60 66 70 84 83 82 62 67 66 56 69 61 55 34 21 63 65 59 62 50 29 34 15 14 6 7 11 "其他" "中场" 73
"Brian Oliván Herrero" 25 177.8 161 "吉罗纳" "主力替补" "左脚" 3 3 1 70 55 59 64 51 70 71 41 59 71 72 76 68 67 69 63 61 92 66 48 80 69 65 49 62 61 65 66 64 13 15 13 8 12 "其他" "替补" 70
"Javier Espinosa González" 26 172.72 148 "特温特" "主力替补" "右脚" 4 3 1 64 59 44 73 57 71 72 68 68 74 70 68 73 64 80 58 45 66 43 64 49 40 62 73 65 69 42 45 39 13 11 11 14 8 "其他" "替补" 68
"Álvaro Lemos Collazo" 26 175.26 172 "拉斯帕尔马斯" "主力替补" "右脚" 3 3 1 69 57 61 65 55 68 65 55 59 70 82 78 74 67 81 59 76 84 67 59 59 68 63 63 59 67 69 63 64 12 13 9 13 16 "其他" "替补" 71
"Víctor Mollejo Carpintero" 18 175.26 139 "拉科鲁尼亚" "左中场" "左脚" 3 3 1 71 70 50 69 47 69 66 46 65 71 76 72 71 65 78 62 67 74 60 61 60 35 69 60 53 61 24 44 47 14 12 10 6 9 "其他" "中场" 70
"Fidel Chaves de la Torre" 29 180.34 165 "埃尔切" "左中场" "左脚" 2 3 1 66 67 46 65 58 72 67 65 62 71 74 75 80 73 74 72 73 62 60 66 65 35 75 67 72 65 43 21 35 14 14 10 9 12 "其他" "中场" 73
"Cristian López Santamaría" 30 185.42 176 "拉斯帕尔马斯" "主力替补" "右脚" 3 3 1 37 70 74 58 56 65 49 41 31 68 75 67 67 68 58 68 78 80 77 57 78 36 72 62 68 63 18 25 30 7 14 15 7 7 "其他" "替补" 65
"Íñigo Eguaras Álvarez" 27 180.34 170 "萨拉戈萨" "左中中场" "右脚" 3 3 1 65 52 59 76 59 62 70 58 71 65 62 58 61 62 66 64 80 76 77 61 66 67 67 77 59 69 68 69 67 7 7 10 11 11 "其他" "中场" 68
"Álvaro Peña Herrero" 27 177.8 154 "米兰德斯" "右边锋" "右脚" 4 3 1 65 54 53 76 43 62 70 66 74 72 70 64 74 58 71 71 65 66 63 58 47 55 66 72 65 66 57 54 49 9 14 13 10 14 "其他" "前场" 64
"Alberto Perea Correoso" 28 177.8 163 "加的斯" "左中场" "右脚" 3 3 1 64 64 52 62 60 71 69 75 65 73 74 74 75 66 71 66 72 64 57 75 52 23 68 62 47 67 35 29 17 13 9 8 6 6 "其他" "中场" 73
"Jordi Calavera Espinach" 23 182.88 163 "吉罗纳" "主力替补" "右脚" 3 3 1 68 46 58 63 47 66 62 52 62 68 75 79 75 65 70 72 70 83 70 64 71 63 63 47 51 64 62 66 68 11 6 10 12 13 "其他" "替补" 69
"Alejandro Catena Marugán" 24 193.04 176 "巴列卡诺" "左中后卫" "右脚" 3 2 1 39 24 69 60 29 35 42 31 44 61 64 63 53 64 54 50 72 74 71 32 68 67 33 44 44 50 68 71 67 9 9 14 8 11 "西甲" "后场" 71
"Cayetano Quintana Hernández" 25 180.34 163 "富恩拉布雷达" "主力替补" "右脚" 4 2 1 37 74 67 57 56 67 38 29 45 69 75 77 73 64 71 60 71 56 55 59 66 27 73 57 68 56 50 33 31 15 11 7 8 11 "其他" "替补" 68
"Ramón Folch Frigola" 29 182.88 172 "埃尔切" "右后腰" "右脚" 3 2 1 55 48 58 71 37 65 42 48 67 69 36 33 58 70 60 65 32 85 68 62 67 71 58 65 57 68 70 68 62 9 11 9 10 12 "其他" "中场" 69
"Gerard Valentín Sancho" 25 177.8 165 "卢哥" "主力替补" "右脚" 3 3 1 67 39 40 62 29 74 63 22 65 68 89 89 90 61 71 46 71 73 63 35 65 60 64 57 36 59 63 63 61 8 10 8 6 10 "其他" "替补" 70
"Javier Ros Añón" 29 172.72 150 "萨拉戈萨" "主力替补" "右脚" 4 2 1 57 61 41 72 52 59 72 67 69 70 68 70 77 64 82 71 68 77 69 68 68 63 66 70 76 65 59 69 70 16 16 10 6 8 "其他" "替补" 67
"José Antonio Caro Díaz" 25 185.42 174 "巴拉多利德" "主力替补" "右脚" 3 1 1 13 14 23 26 13 17 20 10 34 20 34 36 32 64 30 49 68 41 72 19 18 21 12 34 41 50 12 21 14 68 68 65 71 69 "其他" "替补" 71
"José Antonio Martínez Gil" 26 187.96 176 "格拉纳达" "替补" "左脚" 3 2 1 33 36 72 69 32 46 33 32 60 63 55 43 47 65 53 44 67 68 75 27 67 66 32 40 47 59 65 69 68 12 8 6 8 6 "西甲" "替补" 69
"Javier Hernández Carrera" 21 182.88 163 "皇家马德里" "替补" "左脚" 2 3 1 67 31 67 68 36 65 64 35 59 66 68 68 69 65 65 69 69 69 68 63 59 70 61 54 42 67 68 70 69 14 6 9 6 12 "西甲" "替补" 70
"Francisco Gámez López" 27 175.26 157 "马洛卡" "主力替补" "右脚" 3 2 1 67 46 64 65 37 64 62 33 57 67 75 77 59 66 70 57 60 78 65 42 60 64 51 50 41 54 65 68 66 6 11 10 10 7 "西甲" "替补" 69
"Eric García Martret" 18 182.88 174 "曼彻斯特城" "主力替补" "右脚" 3 2 1 35 30 64 68 31 58 51 31 60 68 57 65 60 67 57 51 73 68 69 25 67 67 31 48 44 61 68 69 66 11 9 12 11 7 "英超" "替补" 75
"Lluís López Mármol" 22 182.88 174 "特内里费" "主力替补" "右脚" 2 2 1 46 24 72 65 31 51 32 26 60 65 64 61 63 65 64 52 72 53 69 18 68 71 48 31 33 66 65 70 68 8 14 8 6 12 "其他" "替补" 69
"Roberto Santamaría Ciprián" 34 182.88 165 "巴列卡诺" "主力替补" "右脚" 3 1 1 15 20 20 17 17 12 30 20 11 15 48 46 49 67 60 48 72 40 62 12 36 22 13 38 16 47 12 15 11 68 71 64 66 69 "西甲" "替补" 69
"Ignacio Méndez Navia Fernández" 21 177.8 170 "希洪竞技" "主力替补" "左脚" 4 3 1 68 57 44 71 54 68 66 70 68 70 68 66 73 67 74 62 55 75 64 56 65 56 67 71 56 69 55 58 54 8 13 10 6 8 "其他" "替补" 68
"Cristóbal Márquez Crespo" 35 180.34 170 "富恩拉布雷达" "主力替补" "右脚" 3 3 1 65 62 52 69 59 68 62 69 65 69 65 67 71 62 73 80 63 73 67 66 69 71 69 72 64 70 68 72 64 16 16 11 15 13 "其他" "替补" 69
"Christian Fernández Salas" 33 182.88 170 "奥维多" "左中后卫" "左脚" 2 2 1 63 52 67 62 46 56 58 59 62 60 64 66 62 67 73 70 74 72 73 51 77 70 59 48 54 66 68 68 64 16 7 16 8 7 "其他" "后场" 67
"Jordi Mboula Queralt" 20 182.88 163 "韦斯卡" "主力替补" "右脚" 4 4 1 64 67 53 65 61 74 55 53 59 70 84 87 77 60 69 68 51 66 71 62 39 24 63 59 64 71 32 30 28 7 9 14 10 15 "其他" "替补" 70
"César De La Hoz López" 27 177.8 163 "阿尔梅利亚" "右后腰" "左脚" 3 3 1 43 61 60 68 34 63 36 32 66 69 37 64 59 65 71 43 71 84 71 68 65 67 65 64 42 60 67 69 68 8 12 12 9 12 "其他" "中场" 69
"Carlos Hernández Alarcón" 28 185.42 176 "奥维多" "右中后卫" "右脚" 3 2 1 34 40 70 59 27 41 26 24 54 48 47 44 42 60 41 72 83 71 84 37 70 69 46 40 39 59 67 70 67 13 9 12 14 14 "其他" "后场" 65
"Kevin Vázquez Comesaña" 26 172.72 159 "塞尔塔" "主力替补" "右脚" 3 3 1 70 55 66 68 41 65 58 45 61 73 69 72 51 62 77 54 65 71 65 50 69 64 61 57 46 57 60 71 73 11 15 9 15 14 "西甲" "替补" 72
"Javier Muñoz Jiménez" 24 175.26 165 "特内里费" "主力替补" "右脚" 4 3 1 61 58 46 70 43 69 72 50 71 70 68 72 63 63 71 66 56 70 62 70 54 59 64 68 48 58 60 62 60 6 10 8 7 8 "其他" "替补" 69
"Carlos Pomares Rayo" 26 182.88 163 "阿尔科孔" "左后卫" "左脚" 3 2 1 64 31 66 70 36 57 55 52 52 64 73 75 65 67 52 52 71 79 72 44 69 67 48 50 49 53 64 67 68 7 6 12 6 13 "其他" "后场" 69
"Oriol Rosell Argerich" 26 182.88 168 "奥兰多城SC" "后腰" "右脚" 4 3 1 61 49 60 72 53 66 64 42 70 70 44 46 59 71 57 66 59 60 73 64 65 68 54 63 49 69 68 65 64 13 7 13 9 12 "其他" "中场" 69
"Jesús Jiménez Núñez" 25 182.88 176 "戈尔尼克扎布热" "左中场" "右脚" 3 4 1 66 65 54 67 51 70 63 42 57 69 74 78 82 62 72 60 70 77 70 52 37 32 65 68 48 70 38 35 34 12 6 12 15 6 "其他" "中场" 68
